id,age,gender,education,years_experience,personality,interests,field,career,technical_skills,communication_skills,leadership_skills,problem_solving,creativity,salary_expectations,international_opportunities,work_life_balance,advancement_goals,market_demand,economic_conditions,industry_growth,success_probability,success,salary,career_satisfaction,job_stability,international_experience,advancement_achieved,work_life_satisfaction,success_rate
2789,61,Other,high_school,32,analytical,technology,technology,Data Science,10,3,9,5,5,mid_level,somewhat_interested,very_important,research,0.65,0.68,0.5,0.95,1,165312,4,13,0,0,6,95.0
2790,36,Other,some_college,9,supportive,healthcare,healthcare,Nursing,10,4,1,10,6,flexible,remote_international,moderately_important,specialization,0.51,0.78,0.52,0.95,1,85668,3,6,0,1,7,95.0
2791,56,Male,high_school,26,supportive,engineering,engineering,Civil Engineering,2,5,4,9,8,senior_level,not_interested,moderately_important,"specialization,management",0.68,0.99,0.89,0.95,1,209759,8,7,0,0,4,95.0
2792,20,Other,phd,0,supportive,marketing,marketing,Brand Management,3,8,4,10,8,executive,remote_international,less_important,"research,management,specialization",0.97,0.64,0.52,0.95,1,226800,8,6,0,3,8,95.0
2793,37,Male,bachelors,12,analytical,"technology,marketing",technology,Cybersecurity,9,9,8,9,5,mid_level,not_interested,moderately_important,"specialization,consulting,management",0.76,0.83,1.11,0.95,1,149990,9,15,0,2,4,95.0
2794,52,Other,phd,22,leadership,"marketing,healthcare",marketing,Content Creation,9,6,3,2,3,entry_level,very_interested,less_important,"management,consulting,entrepreneurship",0.97,0.96,0.96,0.95,1,87091,6,6,3,2,8,95.0
2795,48,Male,some_college,24,analytical,"engineering,technology,healthcare",healthcare,Healthcare Administration,1,9,9,9,9,senior_level,somewhat_interested,moderately_important,"entrepreneurship,research,teaching",0.5,0.89,0.46,0.95,1,214896,1,15,3,0,5,95.0
2796,39,Other,masters,14,supportive,healthcare,healthcare,Mental Health,5,7,3,7,6,senior_level,remote_international,very_important,"teaching,consulting",0.83,0.65,1.05,0.95,1,219648,6,14,0,0,9,95.0
2797,26,Female,bachelors,0,leadership,"education,healthcare",healthcare,Medical Practice,6,10,10,5,5,executive,very_interested,not_important,entrepreneurship,0.61,0.62,0.97,0.95,1,237600,5,8,0,1,9,95.0
2798,62,Female,bachelors,40,technical,"technology,healthcare,engineering",technology,Data Science,9,8,1,1,8,entry_level,very_interested,very_important,"entrepreneurship,research",0.53,0.91,1.02,0.95,1,124416,6,11,3,2,10,95.0
2799,58,Other,high_school,36,technical,"technology,business,education",education,Special Education,5,7,6,5,2,entry_level,somewhat_interested,less_important,"specialization,teaching,consulting",1.0,0.62,1.01,0.95,1,66048,9,3,0,3,9,95.0
2800,28,Other,phd,1,creative,"technology,education,engineering",education,School Administration,9,3,4,10,7,executive,not_interested,not_important,"consulting,teaching,entrepreneurship",0.79,0.87,0.85,0.95,1,205632,9,8,0,2,6,95.0
2801,55,Other,masters,32,analytical,"education,engineering,healthcare",engineering,Biomedical Engineering,2,9,8,1,7,mid_level,somewhat_interested,not_important,"research,consulting,entrepreneurship",0.98,0.66,0.73,0.95,1,205951,4,3,3,0,5,95.0
2802,44,Male,bachelors,19,supportive,"technology,engineering",engineering,Civil Engineering,1,3,9,3,1,executive,not_interested,less_important,"research,consulting,specialization",0.87,0.71,0.91,0.95,1,342792,3,5,0,2,8,95.0
2803,64,Male,some_college,39,analytical,"marketing,technology",technology,Data Science,2,6,9,3,6,senior_level,not_interested,very_important,"specialization,entrepreneurship",0.61,0.97,0.68,0.95,1,281952,7,11,0,2,10,95.0
2804,26,Male,bachelors,3,analytical,business,business,Digital Marketing,10,5,10,3,9,mid_level,not_interested,less_important,research,0.62,0.93,1.18,0.95,0,71232,4,1,0,0,7,95.0
2805,18,Female,masters,0,leadership,"engineering,marketing,business",engineering,Civil Engineering,7,10,2,8,1,mid_level,somewhat_interested,less_important,specialization,0.61,0.63,0.77,0.95,1,125580,10,12,1,0,9,95.0
2806,24,Female,high_school,2,leadership,business,business,Consulting,7,1,10,1,2,mid_level,remote_international,very_important,"specialization,management",0.78,0.82,1.13,0.95,1,87360,1,11,0,2,8,95.0
2807,30,Male,bachelors,6,analytical,education,education,Teaching,8,9,7,3,6,executive,very_interested,less_important,"specialization,consulting",0.78,0.98,0.62,0.95,1,193536,6,11,0,1,6,95.0
2808,42,Other,masters,20,supportive,education,education,Educational Technology,7,8,5,10,3,flexible,very_interested,not_important,management,0.91,0.68,0.97,0.95,1,87360,5,4,0,0,5,95.0
2809,25,Male,some_college,0,analytical,"marketing,business",business,Digital Marketing,8,9,4,10,10,entry_level,not_interested,not_important,"teaching,management,research",0.62,0.89,0.58,0.95,1,52800,10,2,0,3,4,95.0
2810,50,Female,high_school,26,technical,"engineering,marketing",engineering,Chemical Engineering,5,5,1,10,4,entry_level,not_interested,not_important,"consulting,management",0.65,0.6,0.87,0.95,1,83904,1,1,0,1,6,95.0
2811,27,Other,masters,2,leadership,"business,technology",technology,Software Development,8,5,5,5,5,entry_level,somewhat_interested,moderately_important,"research,specialization",0.86,0.91,0.68,0.95,1,77875,4,8,1,0,8,95.0
2812,21,Female,high_school,0,supportive,"education,marketing,technology",marketing,Content Creation,9,2,1,1,7,mid_level,very_interested,very_important,"research,entrepreneurship",0.51,0.91,0.5,0.95,1,75600,5,9,3,2,9,95.0
2813,25,Other,masters,3,supportive,healthcare,healthcare,Medical Practice,1,10,3,1,1,flexible,very_interested,very_important,"research,teaching",0.8,0.65,0.71,0.95,1,90948,1,10,2,1,10,95.0
2814,30,Other,phd,5,supportive,"engineering,education",engineering,Chemical Engineering,2,1,10,7,1,mid_level,somewhat_interested,moderately_important,teaching,0.92,0.82,0.97,0.95,1,148764,6,4,3,1,6,95.0
2815,61,Female,some_college,32,analytical,"education,healthcare",healthcare,Medical Practice,2,9,9,8,3,entry_level,remote_international,not_important,"consulting,teaching",0.7,0.98,1.02,0.95,1,95251,9,8,0,0,5,95.0
2816,18,Other,bachelors,0,creative,"engineering,healthcare,technology",engineering,Chemical Engineering,7,4,3,10,6,executive,remote_international,less_important,"entrepreneurship,research",0.97,0.83,1.02,0.95,1,248400,8,14,0,2,4,95.0
2817,45,Other,high_school,16,leadership,technology,technology,Cybersecurity,2,5,1,5,4,flexible,very_interested,very_important,"specialization,management",0.68,0.97,0.41,0.95,1,95040,9,4,2,2,7,95.0
2818,37,Other,phd,10,technical,"healthcare,business",business,Project Management,2,5,2,8,9,senior_level,somewhat_interested,not_important,"management,teaching",0.89,0.9,0.56,0.95,1,201600,8,11,0,2,7,95.0
2819,56,Female,some_college,29,creative,"marketing,engineering",marketing,Market Research,1,5,3,6,10,flexible,very_interested,less_important,"teaching,management,research",0.81,0.7,0.86,0.95,1,93852,9,10,0,2,5,95.0
2820,63,Male,bachelors,37,leadership,"marketing,business",marketing,Brand Management,3,6,10,6,2,mid_level,somewhat_interested,not_important,"entrepreneurship,specialization,research",0.94,0.89,1.1,0.95,1,157852,2,1,3,1,8,95.0
2821,42,Other,bachelors,18,analytical,"technology,marketing,engineering",technology,UI/UX Design,10,1,2,4,3,senior_level,remote_international,very_important,"entrepreneurship,teaching,management",0.9,0.8,0.52,0.95,1,235007,1,3,0,2,10,95.0
2822,38,Other,phd,8,leadership,"engineering,healthcare",engineering,Biomedical Engineering,8,5,3,7,1,flexible,not_interested,less_important,specialization,0.99,0.76,1.01,0.95,1,112055,10,10,0,0,6,95.0
2823,61,Male,bachelors,36,technical,"education,business",business,Consulting,2,8,3,1,8,entry_level,somewhat_interested,not_important,"consulting,research,specialization",0.74,0.76,1.12,0.95,1,99072,6,15,1,3,7,95.0
2824,30,Female,bachelors,0,analytical,education,education,Curriculum Development,9,8,9,10,1,senior_level,somewhat_interested,very_important,"entrepreneurship,teaching,management",0.78,0.62,1.17,0.95,1,115200,6,15,3,1,8,95.0
2825,47,Male,high_school,22,analytical,healthcare,healthcare,Nursing,8,4,6,5,1,senior_level,somewhat_interested,moderately_important,"teaching,entrepreneurship,management",0.9,0.64,0.62,0.95,1,190080,8,9,2,0,9,95.0
2826,44,Male,phd,19,creative,"technology,education",education,Curriculum Development,9,6,2,1,3,entry_level,not_interested,not_important,"entrepreneurship,research",0.95,0.83,1.01,0.95,1,74188,3,14,0,0,7,95.0
2827,22,Female,some_college,0,analytical,education,education,School Administration,8,10,9,8,10,senior_level,very_interested,less_important,"teaching,management",0.51,1.0,0.55,0.95,1,105600,1,2,3,1,6,95.0
2828,57,Male,masters,31,technical,"education,technology,healthcare",education,Special Education,4,7,1,5,5,executive,very_interested,not_important,"teaching,management,consulting",0.72,0.89,0.79,0.95,1,303264,6,3,3,1,8,95.0
2829,53,Male,high_school,30,creative,"business,education,healthcare",business,Business Analysis,9,10,9,8,1,entry_level,remote_international,moderately_important,"entrepreneurship,teaching,research",0.67,0.76,1.15,0.95,1,76800,8,1,0,1,6,95.0
2830,19,Other,bachelors,0,technical,"healthcare,technology",technology,AI/ML Engineer,1,3,8,5,4,flexible,somewhat_interested,very_important,"management,consulting,entrepreneurship",0.64,0.84,1.13,0.95,1,86400,3,1,2,1,9,95.0
2831,57,Female,phd,29,analytical,"healthcare,business",healthcare,Physical Therapy,4,4,4,1,3,entry_level,remote_international,moderately_important,management,0.66,0.91,1.18,0.95,1,116793,3,9,0,0,5,95.0
2832,34,Other,masters,4,leadership,"business,healthcare",business,Financial Planning,7,7,2,1,4,flexible,somewhat_interested,very_important,research,0.71,0.6,0.66,0.95,1,84240,3,6,2,0,7,95.0
2833,21,Other,phd,0,creative,"business,healthcare,engineering",healthcare,Mental Health,10,8,8,1,8,entry_level,somewhat_interested,less_important,"consulting,specialization",0.54,0.74,0.51,0.95,1,73919,3,14,0,1,8,95.0
2834,24,Other,bachelors,0,leadership,"business,technology,education",technology,UI/UX Design,5,10,1,7,6,senior_level,remote_international,moderately_important,"specialization,entrepreneurship,management",0.83,0.8,0.71,0.95,1,172800,2,15,0,0,8,95.0
2835,46,Male,high_school,17,leadership,"education,marketing,technology",education,School Administration,2,9,1,3,1,mid_level,very_interested,less_important,"consulting,teaching",0.73,0.92,0.55,0.95,0,60032,4,2,2,0,8,95.0
2836,28,Other,bachelors,2,leadership,"technology,engineering",engineering,Electrical Engineering,5,8,9,9,10,entry_level,not_interested,less_important,"specialization,research,consulting",0.75,0.75,1.16,0.95,1,68889,2,14,0,2,5,95.0
2837,38,Other,phd,16,supportive,"business,healthcare,education",business,Financial Planning,1,4,8,4,7,entry_level,very_interested,very_important,"entrepreneurship,specialization",0.97,0.67,0.5,0.95,1,88704,5,3,0,1,6,95.0
2838,49,Other,some_college,22,creative,"business,healthcare,technology",healthcare,Medical Practice,9,5,7,7,1,flexible,very_interested,moderately_important,"entrepreneurship,management,teaching",0.8,0.86,0.57,0.95,1,104544,2,4,1,3,9,95.0
2839,20,Female,masters,0,analytical,"engineering,healthcare,technology",engineering,Electrical Engineering,7,8,7,3,4,flexible,remote_international,less_important,"specialization,consulting,teaching",0.97,0.92,0.97,0.95,1,89700,9,1,0,1,4,95.0
2840,60,Male,phd,31,technical,"healthcare,engineering",healthcare,Mental Health,5,1,6,5,8,senior_level,not_interested,very_important,"teaching,consulting",0.81,0.69,1.15,0.95,1,299376,10,2,0,2,10,95.0
2841,22,Male,phd,0,technical,education,education,School Administration,8,1,2,10,9,mid_level,remote_international,not_important,"management,consulting,entrepreneurship",0.7,0.81,1.16,0.95,1,94080,7,7,0,0,5,95.0
2842,23,Other,masters,0,leadership,"business,marketing,technology",marketing,Market Research,6,8,5,4,8,senior_level,somewhat_interested,less_important,"management,specialization,research",0.96,0.92,0.49,0.95,0,93600,1,2,2,0,6,95.0
2843,50,Female,bachelors,23,supportive,business,business,Project Management,5,1,8,2,5,flexible,very_interested,moderately_important,management,0.63,0.97,0.7,0.95,1,105120,1,12,2,1,7,95.0
2844,34,Female,bachelors,9,analytical,"healthcare,education,technology",healthcare,Physical Therapy,3,7,6,2,3,flexible,not_interested,not_important,research,0.79,0.76,0.58,0.95,1,93456,1,10,0,1,4,95.0
2845,22,Male,phd,0,creative,healthcare,healthcare,Mental Health,7,2,6,9,5,mid_level,not_interested,very_important,research,0.88,0.79,0.64,0.95,1,129360,4,2,0,1,10,95.0
2846,31,Male,some_college,7,technical,"business,engineering",business,Financial Planning,5,1,10,8,2,flexible,very_interested,less_important,"entrepreneurship,teaching,specialization",0.97,0.66,1.02,0.95,0,50160,3,5,0,0,8,95.0
2847,47,Male,high_school,18,technical,"healthcare,education",education,School Administration,5,3,9,5,7,flexible,not_interested,very_important,"specialization,consulting,management",0.74,0.97,1.01,0.95,1,65279,7,14,0,1,9,95.0
2848,62,Other,bachelors,38,technical,marketing,marketing,Content Creation,10,2,7,2,1,mid_level,very_interested,very_important,management,0.74,0.72,0.63,0.95,1,159667,9,11,3,0,9,95.0
2849,37,Other,high_school,10,creative,marketing,marketing,Digital Marketing,3,1,8,4,10,executive,very_interested,very_important,"teaching,specialization",0.98,0.77,0.86,0.95,1,194400,2,15,0,1,9,95.0
2850,25,Other,masters,0,supportive,"marketing,business",marketing,Market Research,7,1,7,5,9,senior_level,not_interested,less_important,"teaching,specialization",0.64,0.62,0.62,0.95,1,140400,9,9,0,1,6,95.0
2851,40,Male,phd,12,technical,"business,marketing,technology",business,Project Management,6,3,8,7,7,executive,somewhat_interested,very_important,"entrepreneurship,specialization",0.66,0.71,0.96,0.95,1,312480,4,15,1,0,6,95.0
2852,27,Female,phd,4,technical,"education,business",education,School Administration,4,5,6,9,6,executive,remote_international,not_important,management,0.64,0.86,0.7,0.95,0,145152,6,5,0,0,5,95.0
2853,45,Other,some_college,19,creative,"healthcare,marketing",marketing,Social Media Marketing,3,9,9,8,1,entry_level,not_interested,moderately_important,"management,specialization",0.7,0.79,1.17,0.95,1,65577,9,14,0,1,4,95.0
2854,50,Male,high_school,27,leadership,marketing,marketing,Social Media Marketing,8,5,3,7,2,senior_level,not_interested,not_important,specialization,0.53,0.89,1.15,0.95,1,166320,8,11,0,0,5,95.0
2855,63,Male,high_school,41,supportive,technology,technology,DevOps Engineering,9,10,6,3,10,executive,not_interested,very_important,teaching,0.6,0.85,0.69,0.95,1,393120,9,11,0,1,8,95.0
2856,56,Female,some_college,26,creative,"marketing,education,business",education,Teaching,8,5,10,2,7,flexible,very_interested,less_important,"entrepreneurship,consulting",0.55,0.92,0.74,0.95,1,80256,5,8,2,0,9,95.0
2857,18,Female,some_college,0,creative,"education,business",business,Digital Marketing,9,10,10,4,4,mid_level,not_interested,not_important,consulting,0.96,0.82,0.97,0.95,1,92400,5,10,0,1,4,95.0
2858,51,Other,bachelors,22,supportive,engineering,engineering,Civil Engineering,9,1,10,3,8,executive,very_interested,less_important,management,0.97,0.87,1.04,0.95,1,357696,1,9,3,0,7,95.0
2859,33,Female,high_school,3,technical,"engineering,business",engineering,Electrical Engineering,6,3,2,7,5,mid_level,very_interested,very_important,teaching,0.76,0.81,1.02,0.95,1,102396,10,6,2,1,7,95.0
2860,23,Other,high_school,0,analytical,"business,education,marketing",education,Educational Technology,4,4,9,2,8,flexible,not_interested,moderately_important,"consulting,research",0.95,0.64,0.77,0.95,1,48000,10,11,0,0,9,95.0
2861,39,Male,some_college,10,analytical,"technology,education,healthcare",education,Educational Technology,10,10,9,7,6,entry_level,not_interested,moderately_important,"entrepreneurship,consulting",0.59,0.75,0.96,0.95,1,50688,5,12,0,1,5,95.0
2862,22,Other,high_school,0,supportive,"technology,healthcare",healthcare,Physical Therapy,5,1,5,8,7,entry_level,somewhat_interested,very_important,"specialization,entrepreneurship",0.95,0.77,0.41,0.95,1,52800,8,12,2,0,9,95.0
2863,45,Other,bachelors,17,leadership,"education,healthcare",healthcare,Healthcare Administration,10,4,4,5,9,flexible,remote_international,less_important,"consulting,research",0.53,0.65,1.16,0.95,1,106128,8,7,0,1,7,95.0
2864,41,Male,high_school,12,leadership,"education,business,engineering",education,School Administration,5,3,4,4,5,entry_level,somewhat_interested,moderately_important,"specialization,consulting",0.51,0.78,0.55,0.95,1,47616,7,9,2,1,6,95.0
2865,32,Other,high_school,4,technical,healthcare,healthcare,Pharmacy,9,10,4,4,3,executive,remote_international,not_important,consulting,0.98,0.85,0.62,0.95,1,213840,2,8,0,0,5,95.0
2866,39,Male,some_college,12,supportive,"education,technology",technology,Data Science,3,5,7,1,7,mid_level,very_interested,very_important,"entrepreneurship,teaching,research",0.59,0.91,0.4,0.95,1,137491,4,10,3,0,6,95.0
2867,63,Female,phd,37,technical,business,business,Project Management,2,8,8,3,4,flexible,somewhat_interested,very_important,"entrepreneurship,management",0.56,0.72,1.02,0.95,1,146160,8,10,3,2,10,95.0
2868,25,Male,some_college,1,analytical,healthcare,healthcare,Medical Practice,2,8,4,3,9,entry_level,not_interested,less_important,"entrepreneurship,specialization,management",0.57,0.85,0.79,0.95,1,59241,1,14,0,2,4,95.0
2869,37,Male,masters,7,analytical,"technology,marketing",marketing,Social Media Marketing,8,4,7,1,7,mid_level,not_interested,very_important,"management,specialization",0.52,0.74,0.55,0.95,1,112039,4,3,0,1,10,95.0
2870,25,Other,some_college,0,creative,engineering,engineering,Mechanical Engineering,7,3,10,10,7,flexible,very_interested,not_important,"entrepreneurship,research",0.99,0.71,1.05,0.95,1,75900,4,4,2,0,9,95.0
2871,24,Female,masters,2,creative,marketing,marketing,Brand Management,8,5,7,9,8,flexible,somewhat_interested,not_important,research,0.68,0.89,0.58,0.95,1,73008,6,12,3,1,8,95.0
2872,64,Male,phd,35,technical,"business,technology,engineering",engineering,Chemical Engineering,8,10,4,10,4,executive,somewhat_interested,less_important,"teaching,research,entrepreneurship",0.91,0.67,0.5,0.95,1,492660,6,3,0,0,6,95.0
2873,52,Male,high_school,26,supportive,"marketing,technology,healthcare",healthcare,Physical Therapy,4,4,2,4,9,executive,somewhat_interested,less_important,"specialization,teaching,entrepreneurship",0.85,0.88,0.51,0.95,1,300960,4,8,0,0,6,95.0
2874,24,Female,masters,0,technical,"marketing,technology",marketing,Content Creation,1,2,7,5,1,senior_level,very_interested,moderately_important,"teaching,consulting,research",0.56,0.64,1.13,0.95,1,140400,10,1,2,1,8,95.0
2875,55,Male,high_school,29,technical,technology,technology,Data Science,1,7,3,5,5,entry_level,not_interested,very_important,teaching,0.95,0.91,0.99,0.95,0,60672,1,3,0,0,6,95.0
2876,56,Other,bachelors,27,leadership,"education,technology",education,Educational Technology,5,4,2,6,4,mid_level,somewhat_interested,very_important,"research,specialization",0.8,0.96,0.81,0.95,1,124185,3,4,2,2,10,95.0
2877,43,Male,bachelors,14,creative,"healthcare,business",business,Business Analysis,10,4,10,2,7,senior_level,somewhat_interested,not_important,"consulting,specialization,management",0.77,0.88,0.94,0.95,1,184320,4,7,2,0,4,95.0
2878,62,Male,bachelors,36,analytical,"marketing,business",business,Entrepreneurship,8,7,6,2,8,mid_level,remote_international,not_important,"entrepreneurship,specialization,research",0.79,0.99,0.56,0.95,1,173376,6,7,0,2,6,95.0
2879,24,Female,phd,0,analytical,technology,technology,Cybersecurity,1,4,9,3,5,entry_level,somewhat_interested,very_important,"specialization,teaching,research",0.89,0.68,0.62,0.95,1,80640,7,7,1,0,10,95.0
2880,59,Male,masters,31,technical,"education,technology",technology,Cybersecurity,5,1,7,7,5,senior_level,remote_international,less_important,entrepreneurship,0.73,0.79,0.86,0.95,1,303264,1,1,0,0,8,95.0
2881,50,Male,bachelors,26,technical,"business,marketing",marketing,Digital Marketing,8,5,3,10,9,mid_level,very_interested,moderately_important,"consulting,research,entrepreneurship",0.63,1.0,0.41,0.95,1,137894,6,7,3,3,8,95.0
2882,21,Male,masters,0,technical,"business,marketing",business,Entrepreneurship,3,2,7,10,7,flexible,somewhat_interested,not_important,"consulting,research,teaching",0.98,0.83,1.07,0.95,1,78000,6,10,3,1,6,95.0
2883,48,Male,some_college,23,analytical,"healthcare,engineering",healthcare,Healthcare Administration,8,10,5,9,2,senior_level,remote_international,less_important,"management,teaching,research",0.54,0.75,0.65,0.95,1,211992,3,5,0,2,7,95.0
2884,33,Female,phd,3,leadership,"technology,marketing,healthcare",technology,AI/ML Engineer,4,3,9,8,1,executive,remote_international,very_important,"research,specialization",0.9,0.87,1.06,0.95,1,320544,1,10,0,2,6,95.0
2885,41,Other,bachelors,12,creative,healthcare,healthcare,Nursing,4,3,7,1,2,executive,not_interested,less_important,consulting,0.81,0.89,0.82,0.95,1,294624,4,3,0,0,8,95.0
2886,54,Other,high_school,30,leadership,healthcare,healthcare,Physical Therapy,4,10,1,7,2,flexible,not_interested,less_important,"teaching,consulting",0.57,0.8,0.78,0.95,1,105600,4,11,0,2,8,95.0
2887,36,Other,bachelors,7,supportive,business,business,Project Management,4,4,10,1,10,mid_level,very_interested,moderately_important,"consulting,management,research",0.76,0.93,0.79,0.95,1,114912,4,2,3,2,9,95.0
2888,65,Female,bachelors,40,leadership,education,education,Curriculum Development,8,7,6,2,6,entry_level,somewhat_interested,very_important,"consulting,entrepreneurship,research",0.8,0.66,0.86,0.95,1,82944,2,8,3,1,10,95.0
2889,44,Male,phd,22,technical,"business,technology",business,Business Analysis,4,3,6,4,6,senior_level,not_interested,less_important,research,0.72,0.6,1.11,0.95,1,241920,6,14,0,1,4,95.0
2890,18,Other,masters,0,creative,education,education,Educational Technology,6,10,8,4,10,executive,remote_international,very_important,"management,teaching",0.69,0.92,1.15,0.95,1,187200,2,12,0,0,6,95.0
2891,32,Male,some_college,7,creative,business,business,Financial Planning,4,8,5,6,4,executive,not_interested,not_important,specialization,0.7,0.88,1.11,0.95,1,225720,2,14,0,1,5,95.0
2892,50,Male,bachelors,23,technical,"healthcare,marketing",healthcare,Physical Therapy,8,3,5,9,5,mid_level,remote_international,very_important,"research,consulting,management",0.9,0.83,0.86,0.95,1,161884,6,2,0,2,6,95.0
2893,65,Female,high_school,43,technical,engineering,engineering,Civil Engineering,6,10,9,6,2,senior_level,somewhat_interested,moderately_important,teaching,0.81,0.82,0.92,0.95,1,256679,3,11,2,1,4,95.0
2894,63,Male,bachelors,39,technical,technology,technology,UI/UX Design,9,7,2,6,8,executive,somewhat_interested,moderately_important,"consulting,research",0.83,0.88,0.88,0.95,1,461376,9,15,3,0,8,95.0
2895,57,Other,phd,29,technical,technology,technology,AI/ML Engineer,7,7,10,10,4,entry_level,very_interested,less_important,"consulting,teaching",0.64,0.96,0.54,0.95,1,127411,5,5,1,2,8,95.0
2896,29,Other,high_school,0,creative,business,business,Business Analysis,3,7,7,10,2,executive,somewhat_interested,not_important,research,0.73,0.67,0.59,0.95,1,180000,1,9,3,1,4,95.0
2897,28,Male,phd,0,creative,engineering,engineering,Mechanical Engineering,2,3,5,1,5,entry_level,somewhat_interested,less_important,consulting,0.71,0.87,0.89,0.95,1,77279,8,8,3,0,8,95.0
2898,42,Female,high_school,16,supportive,business,business,Business Analysis,9,7,7,5,8,flexible,remote_international,moderately_important,"teaching,research",0.84,0.7,0.96,0.95,1,79200,3,3,0,1,8,95.0
2899,37,Male,bachelors,12,leadership,"healthcare,technology",technology,Software Development,6,1,10,9,3,mid_level,very_interested,not_important,teaching,0.69,0.85,0.58,0.95,1,149990,5,1,2,0,9,95.0
2900,49,Female,phd,24,technical,business,business,Project Management,3,4,3,6,3,flexible,remote_international,less_important,"management,specialization",0.78,0.98,0.57,0.95,1,124320,7,14,0,0,5,95.0
2901,55,Male,high_school,32,supportive,"education,technology",technology,UI/UX Design,4,9,6,6,2,mid_level,remote_international,not_important,"specialization,management,research",0.66,0.99,1.04,0.95,1,165312,8,7,0,0,9,95.0
2902,36,Female,some_college,9,analytical,"engineering,healthcare",engineering,Biomedical Engineering,9,6,10,4,8,executive,not_interested,moderately_important,entrepreneurship,0.8,0.88,0.91,0.95,1,268686,6,15,0,0,5,95.0
2903,28,Other,bachelors,3,creative,"business,technology,engineering",engineering,Biomedical Engineering,5,5,4,4,9,flexible,very_interested,moderately_important,"entrepreneurship,consulting",0.87,0.87,0.54,0.95,0,58511,1,4,3,0,6,95.0
2904,37,Other,bachelors,9,supportive,"marketing,engineering,healthcare",engineering,Biomedical Engineering,6,6,2,3,8,entry_level,very_interested,very_important,"teaching,specialization,consulting",0.53,1.0,1.17,0.95,1,78163,8,1,2,2,8,95.0
2905,40,Female,bachelors,17,leadership,"marketing,technology",technology,Data Science,4,9,7,2,5,senior_level,very_interested,less_important,specialization,0.82,0.82,0.52,0.95,1,231552,9,2,2,0,4,95.0
2906,58,Male,high_school,35,technical,business,business,Entrepreneurship,5,5,3,9,2,executive,not_interested,less_important,"teaching,management,research",0.52,0.89,0.96,0.95,1,306000,6,2,0,3,5,95.0
2907,43,Male,bachelors,17,leadership,"engineering,business",engineering,Electrical Engineering,8,7,9,3,6,flexible,not_interested,less_important,"consulting,specialization,research",0.52,0.62,0.95,0.95,1,110951,1,3,0,3,8,95.0
2908,37,Other,phd,9,supportive,"engineering,marketing",engineering,Biomedical Engineering,3,1,3,10,8,executive,somewhat_interested,not_important,"entrepreneurship,teaching",0.92,0.87,0.75,0.95,1,341963,4,2,1,1,7,95.0
2909,46,Male,high_school,18,creative,"healthcare,business",healthcare,Nursing,10,4,9,7,3,flexible,very_interested,not_important,"research,specialization,consulting",0.67,0.91,1.19,0.95,1,89760,3,8,2,0,5,95.0
2910,22,Female,phd,0,creative,engineering,engineering,Civil Engineering,9,10,5,8,8,flexible,not_interested,less_important,"teaching,management,consulting",0.79,0.96,0.6,0.95,1,96599,2,2,0,1,5,95.0
2911,44,Female,masters,20,technical,"technology,engineering",engineering,Chemical Engineering,3,1,7,5,8,senior_level,very_interested,less_important,"teaching,management",0.61,0.73,0.5,0.95,1,251160,7,1,2,1,7,95.0
2912,65,Male,bachelors,36,technical,"marketing,technology",marketing,Content Creation,8,3,9,8,4,senior_level,remote_international,not_important,"entrepreneurship,consulting,teaching",0.58,0.77,0.57,0.95,1,222912,10,11,0,0,8,95.0
2913,38,Female,masters,15,supportive,"engineering,business,technology",business,Consulting,7,8,5,5,9,flexible,remote_international,very_important,"entrepreneurship,management,consulting",0.51,0.82,0.6,0.95,1,101400,6,12,0,1,8,95.0
2914,64,Male,high_school,42,supportive,"engineering,technology,marketing",marketing,Market Research,1,4,5,6,4,entry_level,very_interested,not_important,"specialization,entrepreneurship,management",0.68,0.79,1.01,0.95,1,79488,2,3,0,1,5,95.0
2915,21,Other,bachelors,0,technical,technology,technology,Cybersecurity,8,6,4,8,5,entry_level,somewhat_interested,not_important,management,0.96,0.99,0.74,0.95,1,69120,8,5,2,1,4,95.0
2916,51,Other,bachelors,27,analytical,"healthcare,business",business,Consulting,3,1,3,9,3,senior_level,somewhat_interested,not_important,"entrepreneurship,specialization",0.58,0.73,1.05,0.95,1,221760,9,1,1,0,5,95.0
2917,40,Male,bachelors,11,analytical,"technology,education",education,Curriculum Development,7,8,3,4,10,entry_level,not_interested,less_important,research,0.68,0.61,0.46,0.95,1,56217,4,9,0,0,9,95.0
2918,60,Female,high_school,34,supportive,business,business,Project Management,7,6,9,5,9,flexible,not_interested,less_important,"teaching,consulting,research",0.59,0.77,0.85,0.95,1,100800,5,13,0,3,7,95.0
2919,31,Female,high_school,7,analytical,"education,engineering,marketing",education,School Administration,5,4,3,7,5,entry_level,remote_international,moderately_important,"specialization,entrepreneurship,research",0.56,0.74,1.05,0.95,1,43776,1,2,0,1,8,95.0
2920,55,Other,high_school,32,analytical,technology,technology,DevOps Engineering,4,10,1,1,2,flexible,very_interested,not_important,"specialization,research,entrepreneurship",0.78,0.82,0.64,0.95,1,118080,10,1,3,0,7,95.0
2921,60,Female,high_school,30,supportive,education,education,Teaching,4,5,6,1,6,flexible,somewhat_interested,very_important,entrepreneurship,0.63,0.76,1.01,0.95,1,76800,4,10,3,1,7,95.0
